GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A6Q8PHR1	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	A2A376	DDX58	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A2RRL9	ZBP1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A3RJH1	DDX1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A4D1B8	FGL2	involved_in	GO:0050687	negative regulation of defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P12804|ensembl:ENSMUSP00000046131	9606	Ensembl		P
UniProtKB	A6NHG8	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027128|InterPro:IPR037304	9606	InterPro		P
UniProtKB	A6NK06	ACOD1	involved_in	GO:0051607	defense response to virus	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P54987	9606	UniProt		P
UniProtKB	A8K4F3	A8K4F3	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A8K590	A8K590	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A8KA41	A8KA41	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	A8KA41	A8KA41	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A8KA76	A8KA76	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A8KA84	A8KA84	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	A8KA84	A8KA84	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A8YQE4	IFNG	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	A9LSF3	A9LSF3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	A9LSF4	A9LSF4	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	A9LSF6	A9LSF6	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	B1Q3L0	TRIM5	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B2LYL6	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B2LYL6	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001376779	9606	UniProt		P
UniProtKB	B2R9N9	TLR7	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P58681|ensembl:ENSMUSP00000107787	9606	Ensembl		P
UniProtKB	B3KN51	B3KN51	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B3KN79	B3KN79	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	B3KN79	B3KN79	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B3KWW1	B3KWW1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DFG4	B4DFG4	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DLJ2	B4DLJ2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027175	9606	InterPro		P
UniProtKB	B4DLN8	B4DLN8	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	B4DP70	B4DP70	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DQ36	B4DQ36	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DS82	B4DS82	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DTS8	B4DTS8	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	B4DTS8	B4DTS8	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DV26	B4DV26	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B4DWE7	B4DWE7	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	B4E015	B4E015	involved_in	GO:0039536	negative regulation of RIG-I signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040341	9606	InterPro		P
UniProtKB	B4E0Z6	B4E0Z6	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR024886	9606	InterPro		P
UniProtKB	B5BUQ5	IFNB1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B7Z1M2	B7Z1M2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	B7Z455	B7Z455	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	B7Z8Y3	B7Z8Y3	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	C9J7M2	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	C9JAU6	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	C9JAU6	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56477|ensembl:ENSMUSP00000127021	9606	Ensembl		P
UniProtKB	C9JB67	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	C9JQL5	C9JQL5	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913391|MGI:MGI:1915963|MGI:MGI:1933382|PANTHER:PTN000360680|UniProtKB:Q01628	9606	GO_Central		P
UniProtKB	C9JYP7	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	D3DV75	ADAR	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	D6RA51	TLR3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027173	9606	InterPro		P
UniProtKB	E2JF13	E2JF13	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	E7EUY1	IFNGR2	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q63953|ensembl:ENSMUSP00000023687	9606	Ensembl		P
UniProtKB	E7EV84	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F1T0B3	DDX1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F2YHL6	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F2YHL6	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001376779	9606	UniProt		P
UniProtKB	F4ZW64	F4ZW64	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F4ZW65	F4ZW65	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F4ZW66	F4ZW66	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F8VPI5	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8VPW7	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8VS35	OAS3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8VUC8	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8VWK9	OAS3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8W1C5	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	F8W1C5	OAS2	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	F8WDH6	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	G9C945	G9C945	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	G9JKF1	G9JKF1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	H0Y5H5	GPATCH3	involved_in	GO:0039536	negative regulation of RIG-I signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040341	9606	InterPro		P
UniProtKB	H0Y858	H0Y858	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1932389|MGI:MGI:2176882|PANTHER:PTN002934106|RGD:631352|UniProtKB:Q9NR97|UniProtKB:Q9NYK1	9606	GO_Central		P
UniProtKB	H0YGP3	OASL	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	H0YHL3	OAS3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	H0YI20	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	H0YI20	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	H0YIB8	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR026774	9606	InterPro		P
UniProtKB	H0YIB8	OAS1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	H0YL25	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027128	9606	InterPro		P
UniProtKB	H0YL26	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027128	9606	InterPro		P
UniProtKB	H0YMI8	TRAF3	involved_in	GO:0050688	regulation of defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027128	9606	InterPro		P
UniProtKB	H3BN02	ITGAX	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9QXH4|ensembl:ENSMUSP00000033053	9606	Ensembl		P
UniProtKB	I6Z0J2	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	I6ZKX6	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	I6ZU14	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	I6ZY36	IRF5	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029838	9606	InterPro		P
UniProtKB	J3KQ26	ARMC5	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5EBP3|ensembl:ENSMUSP00000040568	9606	Ensembl		P
UniProtKB	K7ELY9	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K7EMA2	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K7EN35	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K7ER46	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K7ERY0	BECN1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K9M1A9	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	K9M1I8	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	K9M1U5	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	MGI:MGI:3647279|PANTHER:PTN001277107|UniProtKB:B4ER10|UniProtKB:K9M1U5|UniProtKB:Q8IU54	9606	GO_Central		P
UniProtKB	K9M1U5	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:23291588		9606	UniProt		P
UniProtKB	K9M1U5	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	K9M1U5	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	K9M268	IFNL4	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR029177	9606	InterPro		P
UniProtKB	L0N195	IFNA1	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	M4VSD8	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	M4VSD8	APOBEC3G	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001376779	9606	UniProt		P
UniProtKB	O14730	RIOK3	involved_in	GO:0039534	negative regulation of MDA-5 signaling pathway	ECO:0000315	IMP	PMID:25865883		9606	UniProt		P
UniProtKB	O14730	RIOK3	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O14802	POLR3A	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O14862	AIM2	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q91VJ1	9606	UniProt		P
UniProtKB	O14862	AIM2	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q91VJ1|ensembl:ENSMUSP00000119465	9606	Ensembl		P
UniProtKB	O14879	IFIT3	involved_in	GO:0051607	defense response to virus	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000814563|UniProtKB:E7FBH4|UniProtKB:Q13325|ZFIN:ZDB-GENE-131120-20	9606	GO_Central		P
UniProtKB	O14879	IFIT3	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O15162	PLSCR1	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O15162	PLSCR1	involved_in	GO:0051607	defense response to virus	ECO:0000315	IMP	PMID:15308695		9606	UniProt		P
UniProtKB	O15318	POLR3G	involved_in	GO:0051607	defense response to virus	ECO:0000322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0051	9606	UniProt		P
UniProtKB	O15455	TLR3	involved_in	GO:0051607	defense response to virus	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027173	9606	InterPro		P
UniProtKB	O15455	TLR3	involved_in	GO:0051607	defense response to virus	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q99MB1|ensembl:ENSMUSP00000034056	9606	Ensembl		P
UniProtKB	O15455	TLR3	involved_in	GO:0051607	defense response to virus	ECO:0000304	TAS	PMID:15356140		9606	BHF-UCL		P
UniProtKB	O15496	PLA2G10	involved_in	GO:0051607	defense response to virus	ECO:0000314	IDA	PMID:16146426		9606	UniProt		P
UniProtKB	O43657	TSPAN6	involved_in	GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	ECO:0000315	IMP	PMID:22908223		9606	UniProt		P
UniProtKB	O43734	TRAF3IP2	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:23066157		9606	CACAO		P
UniProtKB	O43889-2	CREB3	involved_in	GO:0002230	positive regulation of defense response to virus by host	ECO:0000314	IDA	PMID:20091349		9606	UniProt		P
